"name"	"description"	"enable"	"dir"	"profile"	"group"	"localip"	"remoteip"	"protocol"	"type:code[,...]"	"localport"	"remoteport"	"edge"	"program"	"service"	"interfacetype"	"rmtcomputergrp"	"rmtusrgrp"	"security"	"(rule_source)"	"action"
"""リモート サービス管理 (RPC)"""	"""RPC/TCP 経由でリモートで管理されるローカル サービス コントロール マネージャーの受信規則です。"""	"""no"""	"""in"""	"""domain"""	"""リモート サービス管理"""	"""any"""	"""any"""	"""tcp"""	""""""	"""RPC"""	"""any"""	"""no"""	"%SystemRoot%""\\system32\\services.exe"""	""""""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""リモート サービス管理 (RPC)"""	"""RPC/TCP 経由でリモートで管理されるローカル サービス コントロール マネージャーの受信規則です。"""	"""no"""	"""in"""	"""private,public"""	"""リモート サービス管理"""	"""any"""	"""localsubnet"""	"""tcp"""	""""""	"""RPC"""	"""any"""	"""no"""	"%SystemRoot%""\\system32\\services.exe"""	""""""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""リモート サービス管理 (RPC-EPMAP)"""	"""ローカル サービス コントロール マネージャーの RPC/TCP トラフィックを許可するための RPCSS サービスの受信規則です。"""	"""no"""	"""in"""	"""domain"""	"""リモート サービス管理"""	"""any"""	"""any"""	"""tcp"""	""""""	"""RPC-EPMap"""	"""any"""	"""no"""	"%SystemRoot%""\\system32\\svchost.exe"""	"""RPCSS"""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""リモート サービス管理 (RPC-EPMAP)"""	"""ローカル サービス コントロール マネージャーの RPC/TCP トラフィックを許可するための RPCSS サービスの受信規則です。"""	"""no"""	"""in"""	"""private,public"""	"""リモート サービス管理"""	"""any"""	"""localsubnet"""	"""tcp"""	""""""	"""RPC-EPMap"""	"""any"""	"""no"""	"%SystemRoot%""\\system32\\svchost.exe"""	"""RPCSS"""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""リモート シャットダウンの受信規則 (RPC-EP 受信)"""	"""RPC/TCP トラフィックを許可する RPCSS サービスの受信規則"""	"""no"""	"""in"""	"""domain,private,public"""	"""リモート シャットダウン"""	"""any"""	"""any"""	"""tcp"""	""""""	"""RPC-EPMap"""	"""any"""	"""no"""	"%systemroot%""\\system32\\wininit.exe"""	""""""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""リモート シャットダウンの受信規則 (TCP 受信)"""	"""動的 RPC/TCP 経由のリモート シャットダウンの受信規則です。"""	"""no"""	"""in"""	"""domain,private,public"""	"""リモート シャットダウン"""	"""any"""	"""any"""	"""tcp"""	""""""	"""RPC"""	"""any"""	"""no"""	"%systemroot%""\\system32\\wininit.exe"""	""""""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""リモート ボリューム管理 - 仮想ディスク サービス (RPC)"""	"""RPC/TCP 経由でリモートで管理されるリモート ボリューム管理 - 仮想ディスク サービスの受信規則です。"""	"""no"""	"""in"""	"""domain"""	"""リモート ボリューム管理"""	"""any"""	"""any"""	"""tcp"""	""""""	"""RPC"""	"""any"""	"""no"""	"%SystemRoot%""\\system32\\vds.exe"""	"""vds"""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""リモート ボリューム管理 - 仮想ディスク サービス (RPC)"""	"""RPC/TCP 経由でリモートで管理されるリモート ボリューム管理 - 仮想ディスク サービスの受信規則です。"""	"""no"""	"""in"""	"""private,public"""	"""リモート ボリューム管理"""	"""any"""	"""localsubnet"""	"""tcp"""	""""""	"""RPC"""	"""any"""	"""no"""	"%SystemRoot%""\\system32\\vds.exe"""	"""vds"""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""リモート ボリューム管理 - 仮想ディスク サービス ローダー (RPC)"""	"""RPC/TCP 経由でリモートで管理されるリモート ボリューム管理 - 仮想ディスク サービス ローダーの受信規則です。"""	"""no"""	"""in"""	"""domain"""	"""リモート ボリューム管理"""	"""any"""	"""any"""	"""tcp"""	""""""	"""RPC"""	"""any"""	"""no"""	"%SystemRoot%""\\system32\\vdsldr.exe"""	""""""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""リモート ボリューム管理 - 仮想ディスク サービス ローダー (RPC)"""	"""RPC/TCP 経由でリモートで管理されるリモート ボリューム管理 - 仮想ディスク サービス ローダーの受信規則です。"""	"""no"""	"""in"""	"""private,public"""	"""リモート ボリューム管理"""	"""any"""	"""localsubnet"""	"""tcp"""	""""""	"""RPC"""	"""any"""	"""no"""	"%SystemRoot%""\\system32\\vdsldr.exe"""	""""""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""リモート ボリューム管理 (RPC-EPMAP)"""	"""リモート ボリューム管理のための RPC/TCP トラフィックを許可する RPCSS サービスの受信規則です。"""	"""no"""	"""in"""	"""domain"""	"""リモート ボリューム管理"""	"""any"""	"""any"""	"""tcp"""	""""""	"""RPC-EPMap"""	"""any"""	"""no"""	"%SystemRoot%""\\system32\\svchost.exe"""	"""RPCSS"""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""リモート ボリューム管理 (RPC-EPMAP)"""	"""リモート ボリューム管理のための RPC/TCP トラフィックを許可する RPCSS サービスの受信規則です。"""	"""no"""	"""in"""	"""private,public"""	"""リモート ボリューム管理"""	"""any"""	"""localsubnet"""	"""tcp"""	""""""	"""RPC-EPMap"""	"""any"""	"""no"""	"%SystemRoot%""\\system32\\svchost.exe"""	"""RPCSS"""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""ルーティングとリモート アクセス (GRE 受信)"""	"""Generic Routing Encapsulation プロトコル トラフィックを許可するための RRAS の受信規則です。"""	"""no"""	"""in"""	"""domain,private,public"""	"""ルーティングとリモート アクセス"""	"""any"""	"""any"""	"""47"""	""""""	""""""	""""""	"""no"""	"""System"""	""""""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""ルーティングとリモート アクセス (GRE 送信)"""	"""Generic Routing Encapsulation プロトコル トラフィックを許可するための RRAS の送信規則です。"""	"""no"""	"""out"""	"""domain,private,public"""	"""ルーティングとリモート アクセス"""	"""any"""	"""any"""	"""47"""	""""""	""""""	""""""	"""no"""	"""System"""	""""""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""ルーティングとリモート アクセス (L2TP 受信)"""	"""レイヤー 2 トンネル プロトコル トラフィックを許可するための RRAS の受信規則です。[UDP 1701]"""	"""no"""	"""in"""	"""domain,private,public"""	"""ルーティングとリモート アクセス"""	"""any"""	"""any"""	"""udp"""	""""""	"""1701"""	"""any"""	"""no"""	"""System"""	""""""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""ルーティングとリモート アクセス (L2TP 送信)"""	"""レイヤー 2 トンネル プロトコル トラフィックを許可するための RRAS の送信規則です。[UDP 1701]"""	"""no"""	"""out"""	"""domain,private,public"""	"""ルーティングとリモート アクセス"""	"""any"""	"""any"""	"""udp"""	""""""	"""any"""	"""1701"""	"""no"""	"""System"""	""""""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""ルーティングとリモート アクセス (PPTP 受信)"""	"""Point-to-Point トンネル プロトコル トラフィックを許可するための RRAS の受信規則です。[TCP 1723]"""	"""no"""	"""in"""	"""domain,private,public"""	"""ルーティングとリモート アクセス"""	"""any"""	"""any"""	"""tcp"""	""""""	"""1723"""	"""any"""	"""no"""	"""System"""	""""""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""ルーティングとリモート アクセス (PPTP 送信)"""	"""Point-to-Point トンネル プロトコル トラフィックを許可するための RRAS の送信規則です。[TCP 1723]"""	"""no"""	"""out"""	"""domain,private,public"""	"""ルーティングとリモート アクセス"""	"""any"""	"""any"""	"""tcp"""	""""""	"""any"""	"""1723"""	"""no"""	"""System"""	""""""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""ワイヤレス ディスプレイ (TCP 出力)"""	"""ワイヤレス ディスプレイの送信ルール [TCP]"""	"""yes"""	"""out"""	"""domain,private,public"""	"""ワイヤレス ディスプレイ"""	"""any"""	"""any"""	"""tcp"""	""""""	"""any"""	"""any"""	"""no"""	"%systemroot%""\\system32\\WUDFHost.exe"""	""""""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""ワイヤレス ディスプレイ (TCP 入力)"""	"""ワイヤレス ディスプレイの受信ルール [TCP]"""	"""yes"""	"""in"""	"""domain,private,public"""	"""ワイヤレス ディスプレイ"""	"""any"""	"""any"""	"""tcp"""	""""""	"""any"""	"""any"""	"""no"""	"%systemroot%""\\system32\\WUDFHost.exe"""	""""""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""ワイヤレス ディスプレイ (UDP 出力)"""	"""ワイヤレス ディスプレイの送信ルール [UDP]"""	"""yes"""	"""out"""	"""domain,private,public"""	"""ワイヤレス ディスプレイ"""	"""any"""	"""any"""	"""udp"""	""""""	"""any"""	"""any"""	"""no"""	"%systemroot%""\\system32\\WUDFHost.exe"""	""""""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""ワイヤレス ディスプレイ インフラストラクチャ バック チャネル (TCP 受信)"""	"""ワイヤレス ディスプレイ インフラストラクチャ バック チャネルの受信規則 [TCP]"""	"""yes"""	"""in"""	"""domain,private,public"""	"""ワイヤレス ディスプレイ"""	"""any"""	"""any"""	"""tcp"""	""""""	"""7250"""	"""any"""	"""no"""	"%systemroot%""\\system32\\CastSrv.exe"""	""""""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""ワイヤレス ポータブル デバイス (SSDP 受信)"""	"""Simple Service Discovery Protocol の使用を許可するためのワイヤレス ポータブル デバイスの受信規則です。[UDP 1900]"""	"""no"""	"""in"""	"""domain,private,public"""	"""ワイヤレス ポータブル デバイス"""	"""any"""	"""localsubnet"""	"""udp"""	""""""	"""1900"""	"""any"""	"""no"""	"%SystemRoot%""\\system32\\svchost.exe"""	"""Ssdpsrv"""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""ワイヤレス ポータブル デバイス (SSDP 送信)"""	"""Simple Service Discovery Protocol の使用を許可するためのワイヤレス ポータブル デバイスの送信規則です。[UDP 1900]"""	"""no"""	"""out"""	"""domain,private,public"""	"""ワイヤレス ポータブル デバイス"""	"""any"""	"""localsubnet"""	"""udp"""	""""""	"""any"""	"""1900"""	"""no"""	"%SystemRoot%""\\system32\\svchost.exe"""	"""Ssdpsrv"""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""ワイヤレス ポータブル デバイス (TCP 送信)"""	"""ユーザー モード ドライバー フレームワークの使用を許可するためのワイヤレス ポータブル デバイスの送信規則です。[TCP]"""	"""no"""	"""out"""	"""domain"""	"""ワイヤレス ポータブル デバイス"""	"""any"""	"""any"""	"""tcp"""	""""""	"""any"""	"""15740"""	"""no"""	"%SystemRoot%""\\system32\\wudfhost.exe"""	""""""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""ワイヤレス ポータブル デバイス (TCP 送信)"""	"""ユーザー モード ドライバー フレームワークの使用を許可するためのワイヤレス ポータブル デバイスの送信規則です。[TCP]"""	"""no"""	"""out"""	"""private,public"""	"""ワイヤレス ポータブル デバイス"""	"""any"""	"""localsubnet"""	"""tcp"""	""""""	"""any"""	"""15740"""	"""no"""	"%SystemRoot%""\\system32\\wudfhost.exe"""	""""""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""ワイヤレス ポータブル デバイス (UPnP 受信)"""	"""ユニバーサル プラグ アンド プレイの使用を許可するためのワイヤレス ポータブル デバイスの受信規則です。[TCP 2869]"""	"""no"""	"""in"""	"""domain,private,public"""	"""ワイヤレス ポータブル デバイス"""	"""any"""	"""localsubnet"""	"""tcp"""	""""""	"""2869"""	"""any"""	"""no"""	"""System"""	""""""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""ワイヤレス ポータブル デバイス (UPnP 送信)"""	"""ユニバーサル プラグ アンド プレイの使用を許可するためのワイヤレス ポータブル デバイスの送信規則です。[TCP]"""	"""no"""	"""out"""	"""domain,private,public"""	"""ワイヤレス ポータブル デバイス"""	"""any"""	"""localsubnet"""	"""tcp"""	""""""	"""any"""	"""2869"""	"""no"""	"%SystemRoot%""\\system32\\svchost.exe"""	"""fdphost"""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""ワイヤレス ポータブル デバイス (UPnPHost 送信)"""	"""ユニバーサル プラグ アンド プレイの使用を許可するためのワイヤレス ポータブル デバイスの送信規則です。 [TCP]"""	"""no"""	"""out"""	"""domain,private,public"""	"""ワイヤレス ポータブル デバイス"""	"""any"""	"""localsubnet"""	"""tcp"""	""""""	"""any"""	"""2869"""	"""no"""	"%SystemRoot%""\\system32\\svchost.exe"""	"""upnphost"""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""分散トランザクション コーディネーター (RPC)"""	"""RPC/TCP 経由でリモートで管理される分散トランザクション コーディネーター サービスのカーネル トランザクション リソース マネージャーの受信規則です。"""	"""no"""	"""in"""	"""domain"""	"""分散トランザクション コーディネーター"""	"""any"""	"""any"""	"""tcp"""	""""""	"""RPC"""	"""any"""	"""no"""	"%SystemRoot%""\\system32\\svchost.exe"""	"""ktmrm"""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""分散トランザクション コーディネーター (RPC)"""	"""RPC/TCP 経由でリモートで管理される分散トランザクション コーディネーター サービスのカーネル トランザクション リソース マネージャーの受信規則です。"""	"""no"""	"""in"""	"""private,public"""	"""分散トランザクション コーディネーター"""	"""any"""	"""localsubnet"""	"""tcp"""	""""""	"""RPC"""	"""any"""	"""no"""	"%SystemRoot%""\\system32\\svchost.exe"""	"""ktmrm"""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""分散トランザクション コーディネーター (RPC-EPMAP)"""	"""分散トランザクション コーディネーター サービスのカーネル トランザクション リソース マネージャーに対して RPC/TCP トラフィックを許可するための RPCSS サービスの受信規則です。"""	"""no"""	"""in"""	"""domain"""	"""分散トランザクション コーディネーター"""	"""any"""	"""any"""	"""tcp"""	""""""	"""RPC-EPMap"""	"""any"""	"""no"""	"%SystemRoot%""\\system32\\svchost.exe"""	"""RPCSS"""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""分散トランザクション コーディネーター (RPC-EPMAP)"""	"""分散トランザクション コーディネーター サービスのカーネル トランザクション リソース マネージャーに対して RPC/TCP トラフィックを許可するための RPCSS サービスの受信規則です。"""	"""no"""	"""in"""	"""private,public"""	"""分散トランザクション コーディネーター"""	"""any"""	"""localsubnet"""	"""tcp"""	""""""	"""RPC-EPMap"""	"""any"""	"""no"""	"%SystemRoot%""\\system32\\svchost.exe"""	"""RPCSS"""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""分散トランザクション コーディネーター (TCP 受信)"""	"""分散トランザクション コーディネーターのトラフィックを許可するための受信規則です。[TCP]"""	"""no"""	"""in"""	"""domain"""	"""分散トランザクション コーディネーター"""	"""any"""	"""any"""	"""tcp"""	""""""	"""any"""	"""any"""	"""no"""	"%SystemRoot%""\\system32\\msdtc.exe"""	""""""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""分散トランザクション コーディネーター (TCP 受信)"""	"""分散トランザクション コーディネーターのトラフィックを許可するための受信規則です。[TCP]"""	"""no"""	"""in"""	"""private,public"""	"""分散トランザクション コーディネーター"""	"""any"""	"""localsubnet"""	"""tcp"""	""""""	"""any"""	"""any"""	"""no"""	"%SystemRoot%""\\system32\\msdtc.exe"""	""""""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""分散トランザクション コーディネーター (TCP 送信)"""	"""分散トランザクション コーディネーターのトラフィックを許可するための送信規則です。[TCP]"""	"""no"""	"""out"""	"""domain"""	"""分散トランザクション コーディネーター"""	"""any"""	"""any"""	"""tcp"""	""""""	"""any"""	"""any"""	"""no"""	"%SystemRoot%""\\system32\\msdtc.exe"""	""""""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""分散トランザクション コーディネーター (TCP 送信)"""	"""分散トランザクション コーディネーターのトラフィックを許可するための送信規則です。[TCP]"""	"""no"""	"""out"""	"""private,public"""	"""分散トランザクション コーディネーター"""	"""any"""	"""localsubnet"""	"""tcp"""	""""""	"""any"""	"""any"""	"""no"""	"%SystemRoot%""\\system32\\msdtc.exe"""	""""""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
